Lugar y fecha,Area General de Origen,Area específica de origen,Consecutivo,Destinatario,Cargo,Cuerpo Oficio,Remitente,Cargo,Copias,Elaboración
"
Huixquilucan de Degollado, Estado de México, a 12 de mayo de 2021
",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/092/05/2021,C. MARGARITA LÓPEZ TREJO,SINDICO MUNICIPAL,"En atención a su oficio SM/66/2021, de fecha 22 de marzo del año en curso, mediante el cual solicita una fotocopiadora a color toda vez que imprimen a color diversos documentos que van dirigidos a Juzgados Civiles, Juzgados de Distrito, Tribunales Colegiados, Tribunales Administrativos, Autoridades Judiciales, Ciudadanos, etc., al respecto me permito informar a Usted, que su solicitud ha sido atendida en tiempo y forma.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 12 de mayo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/093/05/2021,MTRA. MARÍA TERESA PADRÓN ALVAREZ,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el servicio de Internet Dedicado 50Mbps con troncales telefónicas para la oficina de Fresko, para el periodo que comprende del 01 al 30 de abril del año en curso, correspondiente al contrato número AHU/LPN/34/2019, de igual forma adjunto al presente, factura original.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 17 de mayo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/093B/05/2021,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBDIRECTORA DE FACTOR HUMANO 
Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted, de la manera más atenta, de no existir inconveniente alguno gire sus apreciables instrucciones a efecto de realizar el Alta laboral del C. Tovar Medina Eduardo, con categoría de Auxiliar Administrativo “A”, en el Departamento de Informática, percibiendo un sueldo neto de $5,156.00 (Cinco Mil Ciento Cincuenta y Seis Pesos 00/100 M.N.), a partir de la segunda quincena del mes de mayo del año en curso, así mismo se le dé una gratificación por única ocasión de $3,279.00 (Tres Mil Doscientos Setenta y Nueve Pesos 00/100M.N), de igual forma quede exento del registro de asistencia mediante el sistema de lector biométrico, ya que se ha implementado un plan de rotación de personal con la finalidad de brindar una atención oportuna a los reportes en los diferentes inmuebles ubicados tanto en Cabecera Municipal (Palacio Municipal, Edificio Administrativo Huixquilucan, Ex cinema), así como en la Zona Residencial (Pirules, Fresko, San Fernando), entre otros, esto con la finalidad de cumplir con las actividades del puesto que desempeña, toda vez que a así lo requiere esta Subdirección a mi digno cargo.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 24 de mayo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/094/05/2021,LIC. ALMA ROCÍO ROJAS PÉREZ,SUBDIRECTORA DE FACTOR HUMANO Y PRODUCTIVIDAD,"De conformidad con los lineamientos establecidos por la Dirección General de Administración, aprobados en la Trigésima Octava Sesión Ordinaria de Cabildo, del 05 de junio del presente, en los que entre otras medidas se establece que deberá restringirse al mínimo el manejo de documentación física, con el propósito de reducir el riesgo por contagio de COVID-19, se remiten de conformidad y a petición de cada uno de los servidores públicos que se enlistan en la relación anexa, los FORMATOS DE AVISO DE VACACIONES en VERSIÓN DIGITAL para los trámites administrativos conducentes.

 

Así mismo se envían para su autorización y registro los formatos de Aviso de Vacaciones en versión digital al correo electrónico factor.vacaciones@huixquilucan.gob.mx.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 12 de mayo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/095/05/2021,LIC. KRISTIAN FERNANDEZ GALVAN,DIRECTOR GENERAL DE DESARROLLO ECONÓMICO Y EMPRESARIAL,"En atención a su oficio DGDEyE/2021/012, de fecha 21 de enero del año en curso, mediante el cual solicita agregar al Portal de Citas el Departamento de Empleo para atender trámites y servicios, al respecto me permito informar a Usted, que su solicitud ha sido atendida en base a la información proporcionada, cabe mencionar que ésta debe complementarse en base a lo expuesto en la capacitación que se le brindó por parte del personal de ésta subdirección accediendo al siguiente enlace e ingresando los datos de acceso que a continuación se le proporcionan.
Enlace: https://portalcitas.huixquilucan.gob.mx/portalcitas/admin
Usuario: desarrolloeconomico
Contraseña temporal: 123456

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 18 de mayo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/096/04/2021,MTRA. MARÍA TERESA PADRÓN ALVAREZ,"SUBDIRECTORA DE PROCESO 
ADMINISTRATIVO INTERNO
","Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el servicio de Copias Graficas, S.A. de C.V, para el periodo que comprende del 01 al 16 de abril del año en curso, correspondiente al contrato número DJ/SJC/CT-SERV.76-2019, de igual forma adjunto al presente, factura original con número de folio 7542.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 18 de mayo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,"Oficio No: DGA/SS/097/04/2021

",MTRA. MARÍA TERESA PADRÓN ALVAREZ,"SUBDIRECTORA DE PROCESO 
ADMINISTRATIVO INTERNO
","Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el servicio de Copias Graficas, S.A. de C.V, para el periodo que comprende del 17 al 30 de abril del año en curso, correspondiente al contrato número DJ/SJC/CT-SERV.21-2021, de igual forma adjunto al presente, factura original con número de folio 7543.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 24 de mayo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/098/05/2021,LIC. JUAN EDUARDO BARBOSA MAYA,"COORDINADOR ADMINISTRATIVO DE LA 
SECRETARIA DEL H. AYUNTAMIANTO
","En atención a su oficio SHA/CA/101/2021, de fecha 21 de mayo del año en curso, mediante el cual solicita la creación de un correo electrónico Instruccional a nombre del Lic. Abel Huitrón de Velasco, encargado del Despacho de la Secretaría del H. Ayuntamiento, al respecto me permito remitir a Usted, en sobre cerrado el correo y la contraseña solicitada.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 24 de mayo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/099/05/2021,"
LIC. JUAN EDUARDO BARBOSA MAYA
","COORDINADOR ADMINISTRATIVO DE LA 
SECRETARIA DEL H. AYUNTAMIANTO
","En atención a su oficio SHA/CA/50/2021, de fecha 23 de marzo del año en curso, mediante el cual solicita se mejore el servicio de internet en la Oficialía Calificadora, al respecto me permito informar a Usted, que su solicitud ha sido atendida en tiempo y forma.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 01 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/100/06/2021,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBDIRECTORA DE FACTOR HUMANO 
Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted, de la manera más atenta, de no existir inconveniente alguno gire sus apreciables instrucciones a efecto de realizar el Alta laboral de la C. Castillejo Niave Mayra Loana, con categoría de Auxiliar Administrativo “B”, en el Departamento de Informática, percibiendo un sueldo neto de $10,938.00 (Diez Mil Novecientos Treinta y Ocho Pesos 00/100 M.N.), en sustitución de la  C. Valencia Encampira Adriana Monserrat, a partir de la primera quincena del mes de junio del año en curso, de igual forma quede exenta del registro de asistencia mediante el sistema de lector biométrico, ya que se ha implementado un plan de rotación de personal con la finalidad de brindar una atención oportuna a los reportes en los diferentes inmuebles ubicados tanto en Cabecera Municipal (Palacio Municipal, Edificio Administrativo Huixquilucan, Ex cinema), así como en la Zona Residencial (Pirules, Fresko, San Fernando), entre otros, esto con la finalidad de cumplir con las actividades del puesto que desempeña, toda vez que a así lo requiere esta Subdirección a mi digno cargo.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 01 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/101/06/2021,MTRA. MARÍA TERESA PADRÓN ALVAREZ,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el Servicio de Internet Dedicado Premium 100Mbps en el Edificio Administrativo Huixquilucan del 01 al 30 de abril del año en curso, de igual forma adjunto a la presente factura original.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 01 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/101B/06/2021,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBDIRECTORA DE FACTOR HUMANO 
Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted, de la manera más atenta, de no existir inconveniente alguno gire sus apreciables instrucciones a efecto de realizar la Baja laboral de la C. Valencia Encampira Adriana Monserat, con categoría de Auxiliar Administrativo “B”, adscrita al Departamento de Informática, con número de cobro 1252, a partir del 31 mayo del año en curso, toda vez que así lo requiere esta Subdirección a mi digno cargo. 

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 01 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/102/06/2021,MTRA. MARÍA TERESA PADRÓN ALVAREZ,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el Servicio de Internet Dedicado Premium 50Mbps, en el Edificio Excinemas del 01 al 30 de abril del año en curso, de igual forma adjunto a la presente factura original.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 01 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/103/06/2021,MTRA. MARÍA TERESA PADRÓN ALVAREZ ,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el Servicio de Internet Dedicado Premium 50 Mbps en Palacio Municipal del 01 al 30 de abril del año en curso, de igual forma adjunto a la presente factura original.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 01 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/104/06/2021,MTRA. MARÍA TERESA PADRÓN ALVAREZ ,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el Servicio de Internet Negocio 30 Mbps, en Almacén Municipal del 01 al 31 de mayo del año en curso, de igual forma adjunto a la presente factura original.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 08 de marzo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/106/03/2020,MTRA. VIANNEY JASSO PADILLA,"SUBDIRECTORA DE RECURSOS
MATERIALES Y ADQUISICIONES
","
Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria 1 tarjeta de protección para DSP, por parte de la empresa BJFIT SOLUTIONS S. DE R.L. DE C.V.  en la fecha programada del 09 de febrero del año en curso, correspondiente al contrato pedido número AHU/AD/14/2021 de igual forma adjunto al presente, factura original con número de folio 0099.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 03 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/108/06/2021,MTRA. MARÍA TERESA PADRÓN ALVAREZ,SUBDIRECTORA DEL DESPACHO DE LA SUBDIRECCIÓN DE PROCESO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el servicio de Correo Electrónico, para el periodo que comprende del 01 al 31 de mayo del año en curso, correspondiente al contrato número AHU/AD/901/2019, de igual forma adjunto al presente, factura original con número de folio 0116.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 08 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/109/06/2021,MTRA. MARÍA TERESA PADRÓN ALVAREZ,"SUBDIRECTORA DE PROCESO 
ADMINISTRATIVO INTERNO
","Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el servicio de Copias Graficas, S.A. de C.V, para el periodo que comprende del 01 al 31 de mayo del año en curso, correspondiente al contrato número DJ/SJC/CT-SERV.21-2021, de igual forma adjunto al presente, factura original con número de folio 7591.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.

",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 08 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/110/06/2021,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBIDRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD
","Por medio del presente, remito a Usted, certificado de incapacidad con folio E-001980 de la C. Susana Reyes Soto, con número de cobro 197 quien se encuentra adscrita a esta Subdirección a mi digno cargo, por 05 días, mismo que comprenden del 06 al 10 de junio del año en curso, para su atención procedente.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 08 de mayo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/111/06/2021,MTRA. MARÍA TERESA PADRÓN ÁLVAREZ ,"SUBDIRECTORA DE PROCESO 
ADMINISTRATIVO INTERNO
","En respuesta a su oficio SPAI/088/05/2021, de 31 de mayo de 2021 donde solicita el “Informe de Actividades correspondientes al mes de mayo 2021”, le comento que adjunto al presente encontrará el formato con la información requerida en forma impresa, misma que ya ha sido enviada al correo electrónico proporcionado.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.

",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 14 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/112/06/2021,LIC. ALMA ROCÍO ROJAS PÉREZ,SUBDIRECTORA DE FACTOR HUMANO Y PRODUCTIVIDAD,"De conformidad con los lineamientos establecidos por la Dirección General de Administración, aprobados en la Trigésima Octava Sesión Ordinaria de Cabildo, del 05 de junio del presente, en los que entre otras medidas se establece que deberá restringirse al mínimo el manejo de documentación física, con el propósito de reducir el riesgo por contagio de COVID-19, se remiten de conformidad y a petición de cada uno de los servidores públicos que se enlistan en la relación anexa, los FORMATOS DE AVISO DE VACACIONES en VERSIÓN DIGITAL para los trámites administrativos conducentes.

 

Así mismo se envían para su autorización y registro los formatos de Aviso de Vacaciones en versión digital al correo electrónico factor.vacaciones@huixquilucan.gob.mx.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 14 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/113/06/2021,LIC. ALMA RÓCIO ROJAS PÉREZ,SUBDIRECTORA DE FACTOR HUMANO Y PRODUCTIVIDAD,"Por medio del presente me permito remitir a Usted, listados de asistencia internos del personal adscrito a esta Subdirección a mi digno cargo, correspondientes al periodo que comprende de la primera quincena de febrero a la primera quincena del mes de mayo del año en curso, para su atención procedente.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 14 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/113/06/2021,LIC. ALMA RÓCIO ROJAS PÉREZ,SUBDIRECTORA DE FACTOR HUMANO Y PRODUCTIVIDAD,"Por medio del presente me permito remitir a Usted, listados de asistencia internos del personal adscrito a esta Subdirección a mi digno cargo, correspondientes al periodo que comprende de la primera quincena de febrero a la primera quincena del mes de mayo del año en curso, para su atención procedente.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 16 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/115/06/2021,LIC. ALMA ROCÍO ROJAS PÉREZ,SUBDIRECTORA DE FACTOR HUMANO Y PRODUCTIVIDAD,"En atención a su oficio SFHP/0343/06/2021, de fecha 14 de junio del año en curso, mediante el cual solicita la creación de un correo electrónico Instruccional a nombre de la C. Amairani Tovar Medina, al respecto me permito remitir a Usted, en sobre cerrado el correo y la contraseña solicitada.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 17 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/116/06/2021,LIC. ALMA ROCÍO ROJAS PÉREZ,SUBDIRECTORA DE FACTOR HUMANO Y PRODUCTIVIDAD,"De conformidad con los lineamientos establecidos por la Dirección General de Administración, aprobados en la Trigésima Octava Sesión Ordinaria de Cabildo, del 05 de junio del presente, en los que entre otras medidas se establece que deberá restringirse al mínimo el manejo de documentación física, con el propósito de reducir el riesgo por contagio de COVID-19, se remiten de conformidad y a petición de cada uno de los servidores públicos que se enlistan en la relación anexa, los FORMATOS DE AVISO DE VACACIONES en VERSIÓN DIGITAL para los trámites administrativos conducentes.

 

Así mismo se envían para su autorización y registro los formatos de Aviso de Vacaciones en versión digital al correo electrónico factor.vacaciones@huixquilucan.gob.mx.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 21 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/117/06/2021,L. E.C. JOSE ANTONIO GARCIA HUANTE,SUBDIRECTOR DE SERVICIOS GENERALES,"En atención a su oficio SSG/JUNIO/2021/391, de fecha 17 de junio del año en curso, mediante el cual solicita la creación de un correo electrónico Instruccional a su nombre, así como dar de baja el correo a nombre del Mtro. Jorge Alvarado Deceano, al respecto me permito remitir a Usted, en sobre cerrado el correo y la contraseña solicitada.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 21 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/118/06/2021,MTRA. TERESA GINEZ SERRANO,DIRECTORA GENERAL DE ADMINISTRACIÓN,"En atención a su oficio DGA/SPAI/1017/06/2021, de fecha 17 de junio del año en curso y en seguimiento al oficio STM/210-8/2021, suscrito por el C. Héctor Hugo Salgado Rodríguez, Secretario Técnico Municipal, mediante el cual remite la propuesta de la Estructura Programática Municipal EPM (programas y proyectos presupuestarios), que habrá de utilizar la Dirección General de Administración durante el ejercicio fiscal 2022, al respecto me permito informar a Usted, que esta Subdirección a mi digno cargo no contempla modificaciones a dicha estructura.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 22 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/120/06/2021,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBDIRECTORA DE FACTOR 
HUMANO Y PRODUCTIVIDAD 
","Por medio del presente, solicito a Usted de la manera más atenta, de no existir inconveniente alguno gire sus apreciables instrucciones a efecto de realizar el cambio de horario laboral de la C. Aurora Muñoz Díaz, con número de cobro 388 con tipo de plaza SINDICALIZADO, de 08:00hrs a 15:00hrs, a partir de la primera quincena del mes de julio del año en curso, toda vez que a así lo requieren las actividades concernientes a esta Subdirección a mi digno cargo.
Lo anterior a efecto realizar los trámites pertinentes y no se vea afectada en sus percepciones y premio de puntualidad.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 22 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/121/06/2020,MTRA. MARÍA TERESA PADRÓN ALVAREZ,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el Servicio de Internet Dedicado Premium 100Mbps en el Edificio Administrativo Huixquilucan del 01 al 31 de mayo del año en curso, de igual forma adjunto a la presente factura original.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.

",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 22 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/122/06/2020,MTRA. MARÍA TERESA PADRÓN ALVAREZ,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el Servicio de Internet Dedicado Premium 50 Mbps en Palacio Municipal del 01 al 31 de mayo del año en curso, de igual forma adjunto a la presente factura original.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 22 de junio de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/123/06/2021,MTRA. MARÍA TERESA PADRÓN ÁLVAREZ ,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el Servicio de Internet Dedicado Premium 50Mbps, en el Edificio Excinemas del 01 al 31 de mayo del año en curso, de igual forma adjunto a la presente factura original.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
